metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,origin: not before,origin: not after,origin: country,origin: region,origin: settlement,origin: org,provenance: overview,provenance: former owner name(s),provenance: named place(s),acquisition: overview,acquisition: not before,acquisition: not after,acquisition: former owner name(s),acquisition: donor name(s),contents: lang(s),contents: lang code(s),contents: n items and parts,contents: title(s),contents: standard title(s),contents: subject(s),contents: author(s) referenced,music: notation,decoration: type(s),codicology: form,codicology: condition,codicology: support,codicology: watermark,codicology: extent,codicology: core folios,codicology: endleaves,codicology: later endleaves,codicology: collation,codicology: main structure,codicology: structures,codicology: foliation,palaeography: hands,palaeography: script,palaeography: main script,palaeography: execution,palaeography: medium,binding: overview,binding: contemporary,binding: not before,binding: not after,binding: certainty,binding: max height,binding: min height,binding: max width,binding: min width,binding: max depth,binding: min depth,binding: unit,leaves: max height,leaves: min height,leaves: max width,leaves: min width,leaves: unit,text block: max cols,text block: min cols,text block: max height,text block: min height,text block: max width,text block: min width,text block: unit,text block: max lines,text block: min lines,text block: medium,text block: top line
manuscript_7657,,Syriac_MS_15,,manuscript,,Syriac_MS_15,800,1100,,,,,,,,Acquired by the John Rylands Library from James Rendel Harris.,,,James Rendel Harris,,,syr,1.0,New Testament Acts and Epistles,,,,,,codex,,chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_6867,,Persian_MS_369,,manuscript,,Persian_MS_369,1600,1800,,,,,"Subsequently acquired by Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867, latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts, from which the British Museum selected 352, now held in the British Library.; Alexander Lindsay, 25th Earl of Crawford (1812–1880) purchased the remainder of Hamilton's collection in 1868. ; Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).","Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford (1812–1880); James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",India; Delhi,"Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library, Manchester.",,,,,,fa,1.0,Nafā'is al-Funūn fī ‘Arā'is al-‘Uyūn; نفائس الفنون في عرائس العيون,,,Shams al-Dīn Muḥammad ibn Maḥmūd Āmulī شمس الدين محمد ابن محمود آمولي,,,codex,"In fair condition, with moderate water and insect damage and historical repairs throughout, and portions replaced.",chart,,"484 folios, 6 flyleaves (ff. iv + 484 + ii).",,,,Undetermined. Probably quaternions throughout. Catchwords present on most lower-left corners of the b sides.,,,Two sets of Hindu-Arabic numerals appear on the upper-left corners of the a sides throughout.,,nasta_liq naskh nasta_liq,nasta_liq naskh,,ink,"Probably rebound in Multan for former owner George William Hamilton. Resewn at two stations unsupported. Flyleaves of of comparatively heavy, uneven cross-grained paper added at the beginning and end. Edges trimmed with chevron endbands twined in red and green silk threads over round cores at head and tail. Covered in full maroon-coloured goatskin leather over pasteboards, tight-backed, with squares along the edges, defined joints, and without a flap (Type III binding per Déroche). Internal doublures of the same leather, with the excess widths adhered as hinges on the first and last flyleaves to connect the text to the covers, with strips of paper, zig-zag cut along one edge, applied over top to disguise the joins. 176 155 67",,1858,1862,,176.0,176.0,155.0,155.0,67.0,67.0,mm,262.0,262.0,144.0,144.0,mm,1.0,1.0,180.0,180.0,93.0,93.0,mm,31.0,31.0,,
manuscript_14602,,Persian_MS_180,,manuscript,,,1752,1752,,,,,"Subsequently acquired by Captain Archibald Swinton (1731–1804), who served in the East India Company from 1752 to 1766, initially as a surgeon then later as an interpreter and emissary for Lord Robert Clive (1725–1774), the first Governor of the Bengal Presidency. After amassing a significant collection of manuscripts and works of art, he returned to Britain where he evidently commissioned the rebinding of other disparate volumes together with this one as a set, as evinced by his Anglo-Persian seal impression, bookplate, and arms blocked in gold upon the uppermost spine panel. ; After his death, James Christie Jr (1773–1831) sold Swinton's collection in London on 6 June 1810, where antiquarian dealer Thomas Gwennap (d. 1850) purchased it for £1-11s-6d.; Probably purchased from Gwennap by Persian scholar Nathaniel Bland (1803–1865), after whose death London antiquarian dealer Bernard Quaritch (1819–1899) sold his oriental manuscripts to Alexander Lindsay, 25th Earl of Crawford (1812–1880) in 1866. ; Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).","Captain Archibald Swinton (1731–1804); Thomas Gwennap (d. 1850); Nathaniel Bland (1803–1865); Alexander Lindsay, 25th Earl of Crawford (1812–1880); James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",London; London,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,Enriqueta Rylands (1843–1908),,fa,1.0,Rawz̤at al-Ṣafāʼ fī Sīrat al-Anbiyā wa-al-Mulūk; Rawḍat al-Ṣafāʼ; روضة الصفاء فی سیرة الانبيا و الملوك,,,"Mīr Khvānd, Muḥammad ibn Khāvandshāh, 1433-1498 مير خواند، محمد بن خواندشاه",,border,codex,Text block in excellent condition.,chart,,314 folios (ff. v + 314 + iii),,,,Undetermined. Catchwords throughout on the lower-left corners of the b sides.,,,Foliated in pencilled Arabic numerals on the upper-left corners of the a sides.,,nastaliq,nastaliq,,ink,"Evidently rebound as a set for former owner Archibald Swinton after his return to Britain in 1766. Uniformly bound with Persian MS 181; however, 182 comports with , and 179 appears to be an unrelated, separate addition. Abbreviated resewing on six cords, laced into Persian MS 802pasteboard, edges trimmed and marbled with a loose serpentine pattern drawn over a stone design in yellow, green, black, and red. Decorative front-bead decorative endbands sewn in red and yellow silk threads. Covered in full, bright green calfskin leather, tight-backed and tight-jointed, with 'Old Dutch' patterned marbled endpapers. 388 249 60",,1762,1804,,388.0,388.0,249.0,249.0,60.0,60.0,mm,377.0,377.0,230.0,230.0,mm,1.0,1.0,255.0,255.0,147.0,147.0,mm,29.0,29.0,,
manuscript_6675,,Persian_MS_194,,manuscript,,Persian_MS_194,1598,1598,,,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.","Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Kitāb al-nawādir; Kitāb al-navādir,,,unknown,,,codex,,chart,,,,,,,,,,,naskh,naskh,,ink,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_14608,,Persian_MS_802,,manuscript,,,1609-07-27,1609-07-27,,,,,"Prior Indian owners noted on folio 1a include Muḥammad Qulī Ḥulūr(?) after 1043 AH (1633–34 CE), Muḥammad Naṣīr, after [1]111 AH (1699–1700 CE), and one Riz̤ā, after 1147 AH (1734–35 CE).; Subsequently acquired by Captain Archibald Swinton (1731–1804), who served in the East India Company from 1752 to 1766, initially served as a surgeon then later as an interpreter and emissary for Lord Robert Clive (1725–1774), the first Governor of the Bengal Presidency. After amassing a significant collection of manuscripts and works of art, he returned to Britain where he evidently commissioned the rebinding of the first six volumes of this set together with another that closely matches (Rylands )Persian MS 182; After Swinton's death, James Christie Jr (1773–1831) sold his collection in London on 6 June 1810 (see catalogue, p. 4, 2d Set), where Sir Gore Ouseley (1770–1844) purchased it for £1 1 shilling; Ouseley then added the last two volumes to complete the set, which later presented to friend George Augustus Frederick FitzClarence, 1st Earl of Munster (1794–1842), as per his inscription on the right pastedown, presumably after the latter attained the rank of colonel when appointed Aide-de-Camp to his father, William IV, King of Great Britain (b. 1765, r. 1830–1837), on 26 Jul. 1830, but prior to his elevation to the peerage on 4 June 1831.; After FitzClarence's death on 20 Mar. 1842, his eldest son William George FitzClarence, 2nd Earl of Munster (1824–1901) auctioned a portion of his library through one Mr. Wilmot at their home on , 13 Upper Belgrave Street Belgravia, London on 5 April 1843 which omits this title; however, he later sold another portion through Edmund Hodgson on 22 March 1855. The latter sale catalague contains an entry for this work in 8 vols., folio, old morocco (2 half-bound) which may reference this set (see catalogue). The seller's copy records it sold for £6-12-6; however, it omits the name of the purchaser.; Nevertheless, barrister and orientalist William Hook Morley (1815–1860) evidently acquired these volumes, as after his death, S. Leigh Sotheby & John Wilkinson sold them on 16 March 1861 (p. 66, lot 1035), where bookseller Bernard Quaritch (1819–1899) purchased it for £8 2s 1d.; The very next day, 17 March 1861, Quaritch sold the set to Alexander Lindsay, 25th Earl of Crawford (1812–1880) for £12 12s.; Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).","Muḥammad Qulī Ḥulūr; Muḥammad Naṣīr; Riz̤ā; Captain Archibald Swinton (1731–1804); Sir Gore Ouseley (1770–1844); George Augustus Frederick FitzClarence, 1st Earl of Munster (1794–1842); William George FitzClarence, 2nd Earl of Munster (1824–1901); William Hook Morley (1815–1860); Alexander Lindsay, 25th Earl of Crawford (1812–1880); James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)","London; Belgravia, London",Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,Enriqueta Rylands (1843–1908),,fa,1.0,Rawz̤at al-Ṣafāʼ fī Sīrat al-Anbiyā wa-al-Mulūk; Rawḍat al-Ṣafāʼ; روضة الصفاء فی سیرة الانبيا و الملوك,,,"Mīr Khvānd, Muḥammad ibn Khāvandshāh, 1433-1498 مير خواند، محمد بن خواندشاه",,,codex,"Text block in good condition, with occasional stains and historical repairs at the beginning and end.",chart,,"371 folios, 7 flyleaves (ff. iii + 371 + iv).",,,,Undetermined. Catchwords throughout on the lower-left corners of the b sides.,,,Foliated in pencilled Arabic numerals on the upper-left corners of the a sides when catalogued.,,nastaliq,nastaliq,,ink,"Uniformly rebound as a set with six other volumes ( to Persian MS 801806. Since this appears identical with , previously owned by Persian MS 182Captain Archibald Swinton, whose sale catalogue also lists another lot of an incomplete six-volume set of the same work, it seems that he also likely formerly owned this as well. However, subsequent owners Sir Gore Ouseley (1770–1844) evidently pasted his bookplate over Swinton's on the left paste down, and George Augustus Frederick FitzClarence replaced the label blocked with Swinton's arms adhered to the uppermost spine panel with his own, as further confirmed by similar gilt decoration evident where the top-right corner of the label tore off. Abbreviated resewing on six cords, laced into pasteboard, edges trimmed and marbled with a loose serpentine pattern drawn over a stone design in yellow, green, black, and red. Decorative front-bead decorative endbands sewn in red and yellow silk threads. Covered in full, bright green calfskin leather, tight-backed and tight-jointed, with 'Old Dutch' curled patterned marbled endpapers, stiff leaved with plain European-manufactured endleaves, with ~9 laid lines per cm and ~23 mm between chain lines. 286 201 50",,1762,1804,,286.0,286.0,201.0,201.0,50.0,50.0,mm,275.0,275.0,181.0,181.0,mm,1.0,1.0,206.0,206.0,105.0,105.0,mm,23.0,23.0,,
manuscript_7323,,Persian_MS_816,,manuscript,,Persian_MS_816,1700,1744,,,,,"Subsequently owned, inspected, or transferred by at least four individuals in the Indian subcontinent as indicated by seal impressions and notations.; Subsequently acquired by William Oliver (d. 1847), an employee of the East India Company and Fellow of the Royal Asiatic Society, as per his inscription and seal impression on folio 1a, albeit obliterated. An early graduate of Fort William College, he ultimately served on the Madras Presidency Council Board until his retirement in 1836, then returned to Britain, evidently with this volume. However, the dispersal of his manuscript collection after his death remains unclear.; Subsequently obtained from an unidentified source by orientalist Duncan Forbes (1798–1868). Ultimately appointed King's College Professor of Oriental Languages, Forbes described this volume in his 1866 catalogue, valued at £4 4s (also inscribed on the right pastedown), before he sold his manuscript collection to his publisher in exchange for an annuity.W. H. Allen & Co.; Subsequently sold by to W. H. Allen & Co.Alexander Lindsay, 25th Earl of Crawford (1812–1880) in 1866 for his Bibliotheca Lindesiana at Haigh Hall, Wigan.; Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).","William Oliver (d. 1847); Duncan Forbes (1798–1868); Alexander Lindsay, 25th Earl of Crawford (1812–1880); James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",Indian subcontinent; Britain; Wigan,"Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library, Manchester.",,,,,,fa,6.0,Ḥabīb al-Siyar; حبيب السير; Juz'-i Avvāl; جزء اوّل از مجلد سیم در ذکر خانان ترستان و بیان حکومت جنگز خان و اولاد او در بلاد ایران و توران ; Juz'-i Duvum; جزء دوم از مجلد سیم در ذکر بعضی از طبقات ولاة که معصر جنگز خان لباس پادشاهی پوشیده اندوکاس عنایت بی نهایت الهی نوشیده ; Juz'-i Sivum; جزء سیم از مجلد ثالث در ذکر صادراتافعال و ارادت احوال حضرت صاحب قران امیر تیمور گورگان و بیان شمه از وقایع اولاد و احفاد آن پادشاه گیتی ‌ستان تا این زمان ; Juz'-i Chahārum; جزء جهارم از مجلد سیم در ذکر طلوع افتاب دولت و اقبال شاهی و یبان واختصاص آنحضرت باصناف الطاف و عنایات الهی ; Khātimah; اختتام در ذکر بدایع و غرایب ربع مسکون و عجایب و وقایع جهان بوملمون,,,"Khvānd Mīr, Ghiyās̲ al-Dīn ibn Humām al-Dīn, ca. 1475-1535? خواند مير، غياث الدين بن همام الدين",,headpiece marginal,codex,"Handle text with caution. In poor condition with many breaks in the marginal ruling both in the gutters and at the fore-edge, resulting from corrosive copper verdigiris pigment. Folios 61 and 124 both crumpled. Otherwise, moderate stains and historical repairs throughout.",chart,,"512 folios, 4 flyleaves (ff. ii + 512 + ii).",,,,"Undetermined. Catchwords throughout most of the lower-left corners of the b sides, albeit many trimmed when rebound.",,,Hindu-Arabic numerals added to the top-centres of the a sides throughout.,,nasta_liq,nasta_liq,,ink,"Probably rebound in London for Duncan Forbes. Sewn on five recessed cords, laced into pasteboards. Endpapers of heavy-weight British-made wove added at the beginning and end. Edges trimmed and spattered russet brown. Front-bead decorative endbands of peach and green silk threads sewn at head and tail. Covered in half British tan coloured calfskin leather, tight-backed, and faced with predominantly green straight-waved ""Spanish""-patterned marbled paper. 299 212 59",,1830,1866,,299.0,299.0,212.0,212.0,59.0,59.0,mm,287.0,287.0,193.0,193.0,mm,1.0,1.0,226.0,226.0,132.0,132.0,mm,27.0,27.0,,
manuscript_7127,,Persian_MS_625,,manuscript,,Persian_MS_625,1739,1739,,,,,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.","Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Hingāmah-i ‘ishq; هنگامه عشق,,,Nand Rām Imrūz,,,codex,,chart,,,,,,,,,,,naskh,naskh,,ink,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_6623,,Persian_MS_143,,manuscript,,Persian_MS_143,1747,1747,,,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.","Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Madār-i Afāḍil; Madār al-Afāḍil; مدار افاضل; مدار الافاضل,,,Ilāh-dād Fayḍī Sirhindī الله داد,,,codex,,chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_6638,,Persian_MS_157,,manuscript,,Persian_MS_157,1610,1610,,,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.","Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Tārīkh-i guzīdah-i Ḥamīdah; تاریخ گزیده حمیده,,,Ḥamīdih ? حمیده,,,codex,,chart,,,,,,,,,,,naskh,naskh,,ink,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_7133,,Persian_MS_631,,manuscript,,Persian_MS_631,,,,,,,"Subsequently acquired by Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867, latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts from which the British Museum selected 352 after his death, now held in the British Library.; Alexander Lindsay, 25th Earl of Crawford (1812–1880), purchased the remainder in 1868.; Purchased by Enriqueta Rylands (1843–1908) (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).","Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford (1812–1880); James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",India; Delhi,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,Enriqueta Rylands (1843–1908),,fa,1.0,Anthology; Taẕkīrah-'i Shā‘irān,,,,,illumination marginal,codex,"In poor condition; handle with caution. Prior insect damge in areas, and sharp folds and corroded marginal ruling resulting in many vertical breaks by the columns in the gutter. Extensive historical repairs and loss areas infilled in the guttter margins and at the beginning and end in modern European wove paper.",chart,,"123 folios, 2 flyleaves (ff. i + 123 + i).",,,,"Probably originally quinternions throughout, obscured by subsequent repairs and extensive tipping in the gutters. Catchwords inscribed on the lower left corners of the b sides, but many were regrettably trimmed off when the volume was rebound.",,,Pencilled Arabic numerals on the upper-left a sides when catalogued.,,nastaliq,nastaliq,,ink,"Likely restored and rebound in Delhi for former owner Colonel George William Hamilton Sewn all-along on two flat supports, then lined with cloth, edges trimmed, and Islamic-style twined chevron endbands in yellow and red threads over round cores worked at head and tail. Rebound in a hybrid British-Indian style in full, tight backed, red goatskin leather case binding, with squares and defined joints, but without a flap (type III binding per Déroche). Supports and cloth lining put down on the board interiors, then lined with British-manufactured 'Spanish' waved marbled paper doublures. 356 242 28",,1863,1867,,356.0,356.0,242.0,242.0,28.0,28.0,mm,347.0,347.0,231.0,231.0,mm,6.0,6.0,303.0,303.0,187.0,187.0,mm,24.0,24.0,,
manuscript_7120,,Persian_MS_619,,manuscript,,Persian_MS_619,,,,,,,"Subsequently acquired by Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867, latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts, from which the British Museum selected 352, now held in the British Library.; Alexander Lindsay, 25th Earl of Crawford (1812–1880) purchased the remainder of Hamilton's collection in 1868. ; Purchased by Enriqueta Rylands (1843–1908) in 1901 from James Ludovic Lindsay, 26th Earl of Crawford (1847–1913).","Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford (1812–1880); James Ludovic Lindsay, 26th Earl of Crawford (1847–1913)",India; Delhi,Bequeathed by Enriqueta Rylands (1843–1908) in 1908 to the John Rylands Library.,,,,,,fa,16.0,"Zād al-maʻād; زاد المعاد; Bāb 1; باب ۱; در فضایل و اعمال ماه مبارک رجب وآن وشتمل بر پنج فصل است; Bāb 2; باب ۲; در بیان فضائل و اعمال ماه مبارک شعبان و ایام لیالی آن است و در آن نیز پنج فصل است; Bāb 3; باب ۳; در بیان مجمل از فضایل و اعمال ماه مبارک رمضانست و در آن هشت فصل است; Bāb 4; باب ۴; در اعمال و ایام و لیالی متبرکه ماه شوال و ماه ذی قعده است; Bāb 5; باب ۵; در بیان فضائل و اعمال ماه ذی الحجه است و در آن پنج فصل است; Bāb 6; باب ۶; (در بیان اعمال ماه محرم است و در آن سه فضلاست (کذا, سه فصل است; Bāb 7; باب ۷; در اعمال ماه صفر است و اینماه مشهور است به نحوست; Bāb 8; باب ۸; در فضایل ایام و اعمال ماه ربیع الاول است و در آن دو فصل است; Bāb 9; باب ۹; در اعمال ماه ربیع الثانی و جمید الاولی و جمیدالثانی است و در آن سه فصل است; Bāb 10; باب ۱۰; در اعمال هر ماه است; Bāb 11; باب ۱۱; در بیان زیارت حضرت رسول خدا و ائمه هدی صلوات الله علیهم است بغیر آنچه سابقأ مذکور شد; Bāb 12; باب ۱۲; در بیان نمازهای واجب است که مخصوص روز و ماهی نیست و نمازهای سنت که اختصاص بوقتی ندارد و اعمالیکه بغیر ماههای عربی تعلق دارد و در آن هشت فصلست; Bāb 13; باب ۱۳; در بیان احکام اموات است و در آن پنج فصل است; Bāb 14; باب ۱۴; در مجملی از احکام زکوة و خمس و اعتکاف است و در این سه فصل است; Khātimah; خاتمه; در بیان کفارات است",,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, 1627 or 8-ca. 1699 Mullā Muḥammad Bāqir ibn Muḥammad Taqī al-Majlisi al-Isfahani, 1627 or 8-ca. 1699 مجلسي، محمد باقر بن محمد تاقي",,,codex,"Handle text with caution. In fair condition, with extensive water stains.",chart,,"406 folios, 4 fly leaves (ff. ii + 406 +ii).",,,,,,,,,nasta_liq,nasta_liq,,ink,,,,,,,,,,,,,247.0,247.0,155.0,155.0,mm,1.0,1.0,,,,,mm,16.0,16.0,,
manuscript_7119,,Persian_MS_618,,manuscript,,Persian_MS_618,1860,1860,,,,,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.","Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Mas̲navī-i Qalandar; مثنوی قلندر,,,"Bū ʿAlī Qalandar, 1205?-1324 بو علی قلندر Shāh Bū ‘Alī Qalandar, d. AH 724 شاه بو علی قلندر",,,codex,,chart,,,,,,,,,,,naskh,naskh,,ink,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_6637,,Persian_MS_156,,manuscript,,Persian_MS_156,,,,,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.","Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Tārīkh-i Ashām; تاریخ اشام,,,"Shihāb al-Dīn Tālish, Aḥmad ibn Muḥammad Walī?",,,codex,,chart,,,,,,,,,,,naskh,naskh,,ink,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_7126,,Persian_MS_624,,manuscript,,Persian_MS_624,1824,1824,,,,,"From the collection of Colonel George William Hamilton (1807-1868) who served in India from 1823 to 1867 latterly as Commissioner in Delhi. He acquired over a thousand Indian and Persian manuscripts of which 352 were selected after his death for the British Museum. The remainder were purchased in 1868 by Alexander Lindsay, 25th Earl of Crawford.","Colonel George William Hamilton (1807-1868); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Musāfirnamah; مسافرنامه,,,"Mak̲h̲dūm Jahāniyān Jahān̲ Gasht, Jalāluddīn, -1383 Bukhārī, Sayyid Jalāl al-Dīn مخدوم جهانیان جهانگشت، جلال الدین بخاری، سید جلال الدین",,,codex,,chart,,,,,,,,,,,naskh,naskh,,ink,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_6622,,Persian_MS_142,,manuscript,,Persian_MS_142,1747,1747,,,,,"Formerly part of the collection of the Persian scholar Nathaniel Bland (1803-1865). Bland’s oriental manuscripts were sold through Bernard Quaritch in 1866 to Alexander Lindsay, 25th Earl of Crawford.","Nathaniel Bland (1803-1865); Alexander Lindsay, 25th Earl of Crawford",,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,Madār-i Afāḍil; Madār al-Afāḍil; مدار افاضل; مدار الافاضل,,,Ilāh-dād Fayḍī Sirhindī الله داد,,,codex,,chart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_7324,,Persian_MS_817,,manuscript,,Persian_MS_817,1715,1715,,,,,,,,"Purchased by Enriqueta Rylands, on behalf of the John Rylands Library, in 1901 from James Ludovic Lindsay, 26th Earl of Crawford.",,,"James Ludovic Lindsay, 26th Earl of Crawford",Enriqueta Rylands,,fa,1.0,‘Ālamgīrnāmah; عالمگيرنامه,,,Muḥammad Kaẓim Ibn Muḥammad Amīn Munshī [alternative name - transliterated] محمدكاظم بن محمد امين منشي قزويني هندي,,,codex,,chart,,,,,,,,,,,naskh,naskh,,ink,,,,,,,,,,,,,,,,,cm,1.0,1.0,,,,,,20.0,20.0,,
