metadata: record UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,metadata: crArk,metadata: ieArk,metadata: SCN,metadata: TM,metadata: PR,metadata: diktyon,record: history,record: source,record: most recent change,availability: availability statement,surrogates: full digital facsimile(s),surrogates: full digital facsimile URI(s),surrogates: full iiif manifest,surrogates: partial digital facsimile(s),surrogates: partial digital facsimile URI(s),surrogates: partial iiif manifest,printed resources: bibliography,printed resources: URI(s),printed resources: ID(s),online resources: JONAS URI,online resources: bibliography,online resources: URI(s)
Uk_Or_10888_record_1,manuscript_5193,,Uk_Or_10888,,manuscript,,Uk_Or_10888,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10893_record_1,manuscript_5194,,Uk_Or_10893,,manuscript,,Uk_Or_10893,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10894_record_1,manuscript_5195,,Uk_Or_10894,,manuscript,,Uk_Or_10894,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10895_record_1,manuscript_5196,,Uk_Or_10895,,manuscript,,Uk_Or_10895,,,,,,,"Manuscript description based on M. I. Waley: Supplementary handlist of Persian manuscripts, 1966-1998. London, 1998",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10902_record_1,manuscript_5197,,Uk_Or_10902,,manuscript,,Uk_Or_10902,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10903_record_1,manuscript_5198,,Uk_Or_10903,,manuscript,,Uk_Or_10903,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10904_record_1,manuscript_5199,,Uk_Or_10904,,manuscript,,Uk_Or_10904,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10905_record_1,manuscript_5200,,Uk_Or_10905,,manuscript,,Uk_Or_10905,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10906_record_1,manuscript_5201,,Uk_Or_10906,,manuscript,,Uk_Or_10906,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10907_record_1,manuscript_5202,,Uk_Or_10907,,manuscript,,Uk_Or_10907,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10908_record_1,manuscript_5203,,Uk_Or_10908,,manuscript,,Uk_Or_10908,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10909_record_1,manuscript_5204,,Uk_Or_10909,,manuscript,,Uk_Or_10909,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10910_record_1,manuscript_5205,,Uk_Or_10910,,manuscript,,Uk_Or_10910,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10911_record_1,manuscript_5206,,Uk_Or_10911,,manuscript,,Uk_Or_10911,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,,False,,,False,,,,,,,,
Uk_Or_10912_record_1,manuscript_5207,,Uk_Or_10912,,manuscript,,Uk_Or_10912,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10913_record_1,manuscript_5208,,Uk_Or_10913,,manuscript,,Uk_Or_10913,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10914_record_1,manuscript_5209,,Uk_Or_10914,,manuscript,,Uk_Or_10914,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10915_record_1,manuscript_5210,,Uk_Or_10915,,manuscript,,Uk_Or_10915,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10916_record_1,manuscript_5211,,Uk_Or_10916,,manuscript,,Uk_Or_10916,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10917_record_1,manuscript_5212,,Uk_Or_10917,,manuscript,,Uk_Or_10917,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10918_record_1,manuscript_5213,,Uk_Or_10918,,manuscript,,Uk_Or_10918,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10919_record_1,manuscript_5214,,Uk_Or_10919,,manuscript,,Uk_Or_10919,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10920_record_1,manuscript_5215,,Uk_Or_10920,,manuscript,,Uk_Or_10920,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10921_record_1,manuscript_5216,,Uk_Or_10921,,manuscript,,Uk_Or_10921,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10922_record_1,manuscript_5217,,Uk_Or_10922,,manuscript,,Uk_Or_10922,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10923_record_1,manuscript_5218,,Uk_Or_10923,,manuscript,,Uk_Or_10923,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10924_record_1,manuscript_5219,,Uk_Or_10924,,manuscript,,Uk_Or_10924,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10925_record_1,manuscript_5220,,Uk_Or_10925,,manuscript,,Uk_Or_10925,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10926_record_1,manuscript_5221,,Uk_Or_10926,,manuscript,,Uk_Or_10926,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10927_record_1,manuscript_5222,,Uk_Or_10927,,manuscript,,Uk_Or_10927,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10928_record_1,manuscript_5223,,Uk_Or_10928,,manuscript,,Uk_Or_10928,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10929_record_1,manuscript_5224,,Uk_Or_10929,,manuscript,,Uk_Or_10929,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10930_record_1,manuscript_5225,,Uk_Or_10930,,manuscript,,Uk_Or_10930,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10931_record_1,manuscript_5226,,Uk_Or_10931,,manuscript,,Uk_Or_10931,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10932_record_1,manuscript_5227,,Uk_Or_10932,,manuscript,,Uk_Or_10932,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10933_record_1,manuscript_5228,,Uk_Or_10933,,manuscript,,Uk_Or_10933,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10934_record_1,manuscript_5229,,Uk_Or_10934,,manuscript,,Uk_Or_10934,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10935_record_1,manuscript_5230,,Uk_Or_10935,,manuscript,,Uk_Or_10935,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10936_record_1,manuscript_5231,,Uk_Or_10936,,manuscript,,Uk_Or_10936,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10937_record_1,manuscript_5232,,Uk_Or_10937,,manuscript,,Uk_Or_10937,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10938_record_1,manuscript_5233,,Uk_Or_10938,,manuscript,,Uk_Or_10938,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10939_record_1,manuscript_5234,,Uk_Or_10939,,manuscript,,Uk_Or_10939,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10940_record_1,manuscript_5235,,Uk_Or_10940,,manuscript,,Uk_Or_10940,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10941_record_1,manuscript_5236,,Uk_Or_10941,,manuscript,,Uk_Or_10941,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10942_record_1,manuscript_5237,,Uk_Or_10942,,manuscript,,Uk_Or_10942,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10943_record_1,manuscript_5238,,Uk_Or_10943,,manuscript,,Uk_Or_10943,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10944_record_1,manuscript_5239,,Uk_Or_10944,,manuscript,,Uk_Or_10944,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10945_record_1,manuscript_5240,,Uk_Or_10945,,manuscript,,Uk_Or_10945,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10946_record_1,manuscript_5241,,Uk_Or_10946,,manuscript,,Uk_Or_10946,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10947_record_1,manuscript_5242,,Uk_Or_10947,,manuscript,,Uk_Or_10947,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10948_record_1,manuscript_5243,,Uk_Or_10948,,manuscript,,Uk_Or_10948,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10950_record_1,manuscript_5244,,Uk_Or_10950,,manuscript,,Uk_Or_10950,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10959_record_1,manuscript_5245,,Uk_Or_10959,,manuscript,,Uk_Or_10959,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
Uk_Or_10978_record_1,manuscript_5246,,Uk_Or_10978,,manuscript,,Uk_Or_10978,,,,,,,"Manuscript description based on G. M. Meredith-Owens: Handlist of Persian manuscripts 1895-1966. London, 1968, with additional enhancements.",,2022-04-21,"Entry to read in the Library is permitted only on presentation of a valid reader's card for admissions procedures contact British Library, Registering for a Reader Pass. Contact apac-enquiries@bl.uk for further information on the availability of this manuscript. For information on catalogues and ordering manuscripts see Finding and ordering Persian manuscripts in the British Library.",False,,,False,,,,,,,,
